[2024-10-12 17:56:00] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:33] [class-ss-page.php:119] Checking Content Identical:732aab34f95537ea6d443dbf6515ba5ad35595e2===. Value: FALSE
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt
[2024-10-12 18:03:33] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 915
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:33] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f561d51-SV2sWK.tmp
[2024-10-12 18:03:33] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt?simply_static_page=8619
[2024-10-12 18:03:33] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt?simply_static_page=8619
[2024-10-12 18:03:33] [class-ss-url-fetcher.php:103] Filesize: 188 bytes
[2024-10-12 18:03:33] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-12 18:03:33] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt
[2024-10-12 18:03:33] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f561d51-SV2sWK.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/text-path.376669dc13ce66a83828.bundle.min.js.LICENSE.txt
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:33] [class-ss-page.php:119] Checking Content Identical:9ad30d40a5b9c29792042d7464b96c2f01d8fe5a===. Value: FALSE
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js
[2024-10-12 18:03:33] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 915
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:33] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f5a479c-FmHtst.tmp
[2024-10-12 18:03:33] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js?simply_static_page=8620
[2024-10-12 18:03:33] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js?simply_static_page=8620
[2024-10-12 18:03:33] [class-ss-url-fetcher.php:103] Filesize: 75680 bytes
[2024-10-12 18:03:33] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 18:03:33] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js
[2024-10-12 18:03:33] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f5a479c-FmHtst.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/text-path.497ba3e4bfca1269225c.bundle.js
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:33] [class-ss-page.php:119] Checking Content Identical:2d3b2e5c34adb001c50e5e6015b119722eef6e03===. Value: FALSE
[2024-10-12 18:03:33] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-10-12 18:03:33] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 915
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f60a34e-DmbH2c.tmp
[2024-10-12 18:03:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js?simply_static_page=8621
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js?simply_static_page=8621
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:103] Filesize: 3770 bytes
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f60a34e-DmbH2c.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:34] [class-ss-page.php:119] Checking Content Identical:20c7a5ae5cb214fef1c534a7fe328d5baf07aafa===. Value: FALSE
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-10-12 18:03:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 915
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f64eb44-Uy3VdU.tmp
[2024-10-12 18:03:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js?simply_static_page=8622
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js?simply_static_page=8622
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:103] Filesize: 7560 bytes
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f64eb44-Uy3VdU.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:34] [class-ss-page.php:119] Checking Content Identical:5db49267a128a67e9081d954fddb009891e86651===. Value: FALSE
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2024-10-12 18:03:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 915
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f698b02-4hbgtG.tmp
[2024-10-12 18:03:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js?simply_static_page=8623
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js?simply_static_page=8623
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:103] Filesize: 3237 bytes
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f698b02-4hbgtG.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:34] [class-ss-page.php:119] Checking Content Identical:a51b9c6589c6e2defe993e60244760b597b2c16f===. Value: FALSE
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js
[2024-10-12 18:03:34] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 915
[2024-10-12 18:03:34] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f6e1e66-F9eE9d.tmp
[2024-10-12 18:03:34] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js?simply_static_page=8624
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js?simply_static_page=8624
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:103] Filesize: 6215 bytes
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js
[2024-10-12 18:03:34] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f6e1e66-F9eE9d.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:35] [class-ss-page.php:119] Checking Content Identical:8d49cd9c9230f8173d9233e5ab43e0242201c5ec===. Value: FALSE
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/wc-product-editor.js
[2024-10-12 18:03:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 915
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f748dcb-QzbcRo.tmp
[2024-10-12 18:03:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/wc-product-editor.js?simply_static_page=8625
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/wc-product-editor.js?simply_static_page=8625
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:103] Filesize: 4367 bytes
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/wc-product-editor.js
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f748dcb-QzbcRo.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/wc-product-editor.js
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:35] [class-ss-page.php:119] Checking Content Identical:a2bf43ce4b2e5255c4d20177d5855ed353881a92===. Value: FALSE
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/wc-product-editor.min.js
[2024-10-12 18:03:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 915
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f7782cb-CGEdlB.tmp
[2024-10-12 18:03:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/wc-product-editor.min.js?simply_static_page=8626
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/wc-product-editor.min.js?simply_static_page=8626
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:103] Filesize: 2665 bytes
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/wc-product-editor.min.js
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f7782cb-CGEdlB.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/wc-product-editor.min.js
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:35] [class-ss-page.php:119] Checking Content Identical:eb3f734ac01513cd5a89b5d61a70f42dbe068685===. Value: FALSE
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/web-cli.js
[2024-10-12 18:03:35] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 915
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f7b4b49-i27hFT.tmp
[2024-10-12 18:03:35] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/web-cli.js?simply_static_page=8627
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/web-cli.js?simply_static_page=8627
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:103] Filesize: 511344 bytes
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/web-cli.js
[2024-10-12 18:03:35] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f7b4b49-i27hFT.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/web-cli.js
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:35] [class-ss-page.php:119] Checking Content Identical:769d73adf5809e0120939efe6cd83229423cd3ad===. Value: FALSE
[2024-10-12 18:03:35] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/web-cli.min.js
[2024-10-12 18:03:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 915
[2024-10-12 18:03:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f837172-75hWdK.tmp
[2024-10-12 18:03:36] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/web-cli.min.js?simply_static_page=8628
[2024-10-12 18:03:36] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/web-cli.min.js?simply_static_page=8628
[2024-10-12 18:03:36] [class-ss-url-fetcher.php:103] Filesize: 179347 bytes
[2024-10-12 18:03:36] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 18:03:36] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/web-cli.min.js
[2024-10-12 18:03:36] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f837172-75hWdK.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/web-cli.min.js
[2024-10-12 18:03:36] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:36] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:36] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:36] [class-ss-page.php:119] Checking Content Identical:3f98237b62c374e511590684c598d2947afc64b6===. Value: FALSE
[2024-10-12 18:03:36] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/web-cli.min.js.LICENSE.txt
[2024-10-12 18:03:36] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 915
[2024-10-12 18:03:36] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:36] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f8bfe07-SyuoF3.tmp
[2024-10-12 18:03:36] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/web-cli.min.js.LICENSE.txt?simply_static_page=8629
[2024-10-12 18:03:36] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/web-cli.min.js.LICENSE.txt?simply_static_page=8629
[2024-10-12 18:03:36] [class-ss-url-fetcher.php:103] Filesize: 149 bytes
[2024-10-12 18:03:36] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-12 18:03:36] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/web-cli.min.js.LICENSE.txt
[2024-10-12 18:03:36] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f8bfe07-SyuoF3.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/web-cli.min.js.LICENSE.txt
[2024-10-12 18:03:36] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:36] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:36] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:36] [class-ss-page.php:119] Checking Content Identical:b1881002be3d4d5fce842624241a654c954c677f===. Value: FALSE
[2024-10-12 18:03:37] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/webpack.runtime.js
[2024-10-12 18:03:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 915
[2024-10-12 18:03:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f94c9ad-wFnUsj.tmp
[2024-10-12 18:03:37] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/webpack.runtime.js?simply_static_page=8630
[2024-10-12 18:03:37] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/webpack.runtime.js?simply_static_page=8630
[2024-10-12 18:03:37] [class-ss-url-fetcher.php:103] Filesize: 15505 bytes
[2024-10-12 18:03:37] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 18:03:37] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/webpack.runtime.js
[2024-10-12 18:03:37] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f94c9ad-wFnUsj.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/webpack.runtime.js
[2024-10-12 18:03:37] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:37] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:37] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:37] [class-ss-page.php:119] Checking Content Identical:52294b1f89b0fbc47e1bf5546902c3ec8b313754===. Value: FALSE
[2024-10-12 18:03:37] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2024-10-12 18:03:37] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 915
[2024-10-12 18:03:37] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:37] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f9d906c-8h5W50.tmp
[2024-10-12 18:03:37] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?simply_static_page=8631
[2024-10-12 18:03:37] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?simply_static_page=8631
[2024-10-12 18:03:38] [class-ss-url-fetcher.php:103] Filesize: 4997 bytes
[2024-10-12 18:03:38] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 18:03:38] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2024-10-12 18:03:38] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9f9d906c-8h5W50.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2024-10-12 18:03:38] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 18:03:38] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 18:03:38] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 18:03:38] [class-ss-page.php:119] Checking Content Identical:ffa04176d8ac3faf769b7c05094a6853fdd90705===. Value: FALSE
[2024-10-12 18:03:38] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/wp-audio.75f0ced143febb8cd31a.bundle.min.js
[2024-10-12 18:03:38] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 915
[2024-10-12 18:03:38] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 18:03:38] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9fab5732-nVupCy.tmp
[2024-10-12 18:03:38] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/wp-audio.75f0ced143febb8cd31a.bundle.min.js?simply_static_page=8632
[2024-10-12 18:03:38] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/js/wp-audio.75f0ced143febb8cd31a.bundle.min.js?simply_static_page=8632
