[2024-10-12 17:56:00] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-12 17:59:40] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab90caad0e-fUBpgD.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.css
[2024-10-12 17:59:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:41] [class-ss-page.php:119] Checking Content Identical:00e5beb9c5312fee3eb3344a5dc3ddaa29d9759d===. Value: FALSE
[2024-10-12 17:59:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css
[2024-10-12 17:59:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 915
[2024-10-12 17:59:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab90d2f364-pLN7cm.tmp
[2024-10-12 17:59:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?simply_static_page=8276
[2024-10-12 17:59:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?simply_static_page=8276
[2024-10-12 17:59:41] [class-ss-url-fetcher.php:103] Filesize: 3303 bytes
[2024-10-12 17:59:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 17:59:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css
[2024-10-12 17:59:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab90d2f364-pLN7cm.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css
[2024-10-12 17:59:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:41] [class-ss-page.php:119] Checking Content Identical:51627109dea8c9f26708227de2ea6c0dd1f0417f===. Value: FALSE
[2024-10-12 17:59:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2024-10-12 17:59:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 915
[2024-10-12 17:59:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab90db49c4-KBA5Af.tmp
[2024-10-12 17:59:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js?simply_static_page=8277
[2024-10-12 17:59:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js?simply_static_page=8277
[2024-10-12 17:59:41] [class-ss-url-fetcher.php:103] Filesize: 49904 bytes
[2024-10-12 17:59:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 17:59:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2024-10-12 17:59:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab90db49c4-KBA5Af.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.js
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:42] [class-ss-page.php:119] Checking Content Identical:3df3a7642cbe13bdbae85cc6c140cc075e77244a===. Value: FALSE
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js
[2024-10-12 17:59:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 915
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab90e2e5e0-U216pO.tmp
[2024-10-12 17:59:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?simply_static_page=8278
[2024-10-12 17:59:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?simply_static_page=8278
[2024-10-12 17:59:42] [class-ss-url-fetcher.php:103] Filesize: 15347 bytes
[2024-10-12 17:59:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 17:59:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js
[2024-10-12 17:59:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab90e2e5e0-U216pO.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:42] [class-ss-page.php:119] Checking Content Identical:31cd1d49c8c1a67f149483b2f2800b2344e6a9a7===. Value: FALSE
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css
[2024-10-12 17:59:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 915
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab90e9a4ce-dxSTyk.tmp
[2024-10-12 17:59:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css?simply_static_page=8279
[2024-10-12 17:59:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css?simply_static_page=8279
[2024-10-12 17:59:42] [class-ss-url-fetcher.php:103] Filesize: 17494 bytes
[2024-10-12 17:59:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 17:59:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css
[2024-10-12 17:59:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab90e9a4ce-dxSTyk.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.css
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:42] [class-ss-page.php:119] Checking Content Identical:d7948e05458575a156bd0b11e2871575c9f9dcef===. Value: FALSE
[2024-10-12 17:59:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css
[2024-10-12 17:59:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 915
[2024-10-12 17:59:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab90f05bef-xRcgTo.tmp
[2024-10-12 17:59:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css?simply_static_page=8280
[2024-10-12 17:59:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css?simply_static_page=8280
[2024-10-12 17:59:43] [class-ss-url-fetcher.php:103] Filesize: 14773 bytes
[2024-10-12 17:59:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 17:59:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css
[2024-10-12 17:59:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab90f05bef-xRcgTo.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/e-select2/css/e-select2.min.css
[2024-10-12 17:59:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:43] [class-ss-page.php:119] Checking Content Identical:915cc71a6d35adad5d57287ea5a8db357c7feffe===. Value: FALSE
[2024-10-12 17:59:43] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js
[2024-10-12 17:59:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 915
[2024-10-12 17:59:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab90f5b23f-ifBIQW.tmp
[2024-10-12 17:59:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js?simply_static_page=8281
[2024-10-12 17:59:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js?simply_static_page=8281
[2024-10-12 17:59:43] [class-ss-url-fetcher.php:103] Filesize: 166531 bytes
[2024-10-12 17:59:43] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 17:59:43] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js
[2024-10-12 17:59:43] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab90f5b23f-ifBIQW.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.js
[2024-10-12 17:59:43] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:43] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:43] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:43] [class-ss-page.php:119] Checking Content Identical:6578a76db4c8a61d3db5e6bbeb98eedc56e5c87d===. Value: FALSE
[2024-10-12 17:59:43] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2024-10-12 17:59:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 915
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab91004f10-n4XSIs.tmp
[2024-10-12 17:59:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js?simply_static_page=8282
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js?simply_static_page=8282
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:103] Filesize: 76001 bytes
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab91004f10-n4XSIs.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/e-select2/js/e-select2.full.min.js
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:44] [class-ss-page.php:119] Checking Content Identical:8262a0b66cc08f003335a52c844f07009b481ea1===. Value: FALSE
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2024-10-12 17:59:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 915
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab91075713-exjx7X.tmp
[2024-10-12 17:59:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css?simply_static_page=8283
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css?simply_static_page=8283
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:103] Filesize: 24579 bytes
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab91075713-exjx7X.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.css
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:44] [class-ss-page.php:119] Checking Content Identical:b08cb4880b6de92f74884016fb7a12df12e68e8d===. Value: FALSE
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2024-10-12 17:59:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 915
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab910c8c09-hfJ0Vy.tmp
[2024-10-12 17:59:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?simply_static_page=8284
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?simply_static_page=8284
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:103] Filesize: 20342 bytes
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2024-10-12 17:59:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab910c8c09-hfJ0Vy.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:44] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:44] [class-ss-page.php:119] Checking Content Identical:e6b6dd1c530ba3bd92c1ac015aac26fda268589a===. Value: FALSE
[2024-10-12 17:59:45] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 100 of 915 pages/files
[2024-10-12 17:59:45] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-10-12 17:59:52] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-12 17:59:52] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-12 17:59:52] [class-ss-fetch-urls-task.php:69] Total pages: 915; Pages remaining: 765
[2024-10-12 17:59:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2024-10-12 17:59:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 915
[2024-10-12 17:59:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab918ee0dc-f6XbBe.tmp
[2024-10-12 17:59:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/eicons.json?simply_static_page=8285
[2024-10-12 17:59:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/eicons.json?simply_static_page=8285
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:103] Filesize: 426789 bytes
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab918ee0dc-f6XbBe.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:53] [class-ss-page.php:119] Checking Content Identical:b136191446db90134d31f7e220767dad53be666a===. Value: FALSE
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2024-10-12 17:59:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 915
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab91958cf8-devzq5.tmp
[2024-10-12 17:59:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?simply_static_page=8286
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?simply_static_page=8286
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:103] Filesize: 219324 bytes
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab91958cf8-devzq5.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:53] [class-ss-page.php:119] Checking Content Identical:7982005f946fd6425d888014178ae032ec528620===. Value: FALSE
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2024-10-12 17:59:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 915
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab9199e149-ysruAT.tmp
[2024-10-12 17:59:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?simply_static_page=8287
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?simply_static_page=8287
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:103] Filesize: 331743 bytes
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2024-10-12 17:59:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab9199e149-ysruAT.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:53] [class-ss-page.php:119] Checking Content Identical:2b3dc0f3d2c0400af7a44895cb160c73d8a7f9e9===. Value: FALSE
[2024-10-12 17:59:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2024-10-12 17:59:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 915
[2024-10-12 17:59:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-12 17:59:54] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\PRINCE~1\AppData\Local\Temp/670ab91a30bf3-sOpk76.tmp
[2024-10-12 17:59:54] [class-ss-page-handler.php:38] URL Prepared:http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?simply_static_page=8288
[2024-10-12 17:59:54] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?simply_static_page=8288
[2024-10-12 17:59:54] [class-ss-url-fetcher.php:103] Filesize: 219164 bytes
[2024-10-12 17:59:54] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2024-10-12 17:59:54] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2024-10-12 17:59:54] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\PRINCE~1\AppData\Local\Temp/670ab91a30bf3-sOpk76.tmp to C:\xampp\htdocs\CobbyWorld/wp-content/uploads\simply-static\temp-files/simply-static-1-1728755760/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2024-10-12 17:59:54] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-12 17:59:54] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-12 17:59:54] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-12 17:59:54] [class-ss-page.php:119] Checking Content Identical:18d5c5e5843400d42dd24db95e83d24e7db9b461===. Value: FALSE
[2024-10-12 17:59:54] [class-ss-fetch-urls-task.php:72] URL: http://localhost/cobbyWorld/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2024-10-12 17:59:54] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 915
[2024-10-12 17:59:54] [class-ss-fetch-urls-task.php:83] URL is not being excluded
